20170224	4	A	8	PE29:GDP	1	0.015	0.02	0	20926
20170224	4	A	9	PE29:GDP	3	0.015	0.02	0	31174
20170224	4	A	10	PE1:GDP	3	0.015	0.01	0	16978
20170224	7	A	8	PE29:GDP	1	0.015	0.02	0	20676
20170224	7	A	9	PE29:GDP	3	0.015	0.02	0	30973
20170224	7	A	10	PE1:GDP	3	0.015	0.01	0	17320
20170224	11	A	8	PE29:GDP	1	0.015	0.02	0	20831
20170224	11	A	9	PE29:GDP	3	0.015	0.02	0	30536
20170224	11	A	10	PE1:GDP	3	0.015	0.01	0	17104
20170224	15	A	8	PE29:GDP	1	0.015	0.02	0	20873
20170224	15	A	9	PE29:GDP	3	0.015	0.02	0	30688
20170224	15	A	10	PE1:GDP	3	0.015	0.01	0	17164
20170224	19	A	8	PE29:GDP	1	0.015	0.02	0	20928
20170224	19	A	9	PE29:GDP	3	0.015	0.02	0	30771
20170224	19	A	10	PE1:GDP	3	0.015	0.01	0	17305
20170224	22	A	8	PE29:GDP	1	0.015	0.02	0	20736
20170224	22	A	9	PE29:GDP	3	0.015	0.02	0	30528
20170224	22	A	10	PE1:GDP	3	0.015	0.01	0	17086
20170224	26	A	8	PE29:GDP	1	0.015	0.02	0	20689
20170224	26	A	9	PE29:GDP	3	0.015	0.02	0	30665
20170224	26	A	10	PE1:GDP	3	0.015	0.01	0	17340
20170224	30	A	8	PE29:GDP	1	0.015	0.02	0	20618
20170224	30	A	9	PE29:GDP	3	0.015	0.02	0	30854
20170224	30	A	10	PE1:GDP	3	0.015	0.01	0	17473
20170224	34	A	8	PE29:GDP	1	0.015	0.02	0	20397
20170224	34	A	9	PE29:GDP	3	0.015	0.02	0	30830
20170224	34	A	10	PE1:GDP	3	0.015	0.01	0	17415
20170224	37	A	8	PE29:GDP	1	0.015	0.02	0	20616
20170224	37	A	9	PE29:GDP	3	0.015	0.02	0	30243
20170224	37	A	10	PE1:GDP	3	0.015	0.01	0	17591
20170224	41	A	8	PE29:GDP	1	0.015	0.02	0	20749
20170224	41	A	9	PE29:GDP	3	0.015	0.02	0	30679
20170224	41	A	10	PE1:GDP	3	0.015	0.01	0	18038
20170224	45	A	8	PE29:GDP	1	0.015	0.02	0	20746
