

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190117_GAP_assay6.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	1/17/2019
Time	2:03:09 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:03, 101 Reads
    Read	Fluorescence Endpoint
	A11
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A											SPL1		Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A11
0:00:00	30.0	4408
0:00:03	30.0	4548
0:00:06	30.0	4601
0:00:09	30.0	4741
0:00:12	30.0	4816
0:00:15	30.0	4938
0:00:18	30.0	5024
0:00:21	30.0	5088
0:00:24	30.0	5189
0:00:27	30.0	5236
0:00:30	30.0	5273
0:00:33	30.0	5336
0:00:36	30.0	5353
0:00:39	30.0	5362
0:00:42	30.0	5406
0:00:45	30.0	5462
0:00:48	30.0	5497
0:00:51	30.0	5487
0:00:54	30.0	5453
0:00:57	30.0	5498
0:01:00	30.0	5492
0:01:03	30.0	5506
0:01:06	30.0	5494
0:01:09	30.0	5518
0:01:12	30.0	5512
0:01:15	30.0	5488
0:01:18	30.0	5480
0:01:21	30.0	5548
0:01:24	30.1	5552
0:01:27	30.1	5547
0:01:30	30.0	5518
0:01:33	30.0	5505
0:01:36	30.0	5494
0:01:39	30.0	5544
0:01:42	30.0	5536
0:01:45	30.0	5551
0:01:48	30.0	5511
0:01:51	30.0	5551
0:01:54	30.0	5546
0:01:57	30.0	5543
0:02:00	30.0	5521
0:02:03	30.0	5519
0:02:06	30.0	5527
0:02:09	30.0	5552
0:02:12	30.0	5540
0:02:15	30.0	5520
0:02:18	30.0	5534
0:02:21	30.0	5553
0:02:24	30.1	5571
0:02:27	30.0	5553
0:02:30	30.0	5501
0:02:33	30.0	5503
0:02:36	30.0	5564
0:02:39	30.0	5522
0:02:42	30.0	5508
0:02:45	30.0	5553
0:02:48	30.0	5512
0:02:51	30.0	5516
0:02:54	29.9	5530
0:02:57	30.0	5506
0:03:00	30.0	5491
0:03:03	30.0	5527
0:03:06	30.0	5540
0:03:09	30.0	5478
0:03:12	30.0	5522
0:03:15	30.0	5480
0:03:18	30.1	5520
0:03:21	30.1	5534
0:03:24	30.0	5566
0:03:27	30.0	5540
0:03:30	30.0	5523
0:03:33	30.0	5570
0:03:36	30.0	5539
0:03:39	30.0	5466
0:03:42	30.0	5522
0:03:45	30.0	5492
0:03:48	30.0	5527
0:03:51	30.0	5504
0:03:54	30.0	5518
0:03:57	30.0	5520
0:04:00	30.0	5539
0:04:03	30.0	5532
0:04:06	30.0	5525
0:04:09	30.0	5491
0:04:12	30.0	5543
0:04:15	30.0	5526
0:04:18	30.0	5514
0:04:21	30.0	5529
0:04:24	30.0	5538
0:04:27	30.0	5533
0:04:30	30.0	5574
0:04:33	30.0	5549
0:04:36	30.0	5509
0:04:39	30.0	5537
0:04:42	30.0	5505
0:04:45	30.0	5569
0:04:48	30.0	5508
0:04:51	30.0	5526
0:04:54	30.0	5518
0:04:57	30.0	5526
0:05:00	30.0	5535

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A											2800000.000		Max V [425,457]
											1.000		R-Squared [425,457]
											0:00:02		t at Max V [425,457]
											0:00:00		Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
H													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]

