

Software Version	3.03.14



Experiment File Path:	C:\Users\Public\Documents\Experiments\Tina\20190117_GAP_assay4.xpt
Protocol File Path:	C:\Users\Public\Documents\Protocols\Tina\GAP_sensor_assay.prt



Plate Number	Plate 1
Date	1/17/2019
Time	1:36:10 PM
Reader Type:	Synergy H1
Reader Serial Number:	1803011C
Reading Type	Reader

Procedure Details

Plate Type	Costar 96 well half area
Set Temperature	Setpoint 30°C
Start Kinetic	Runtime 0:05:00 (HH:MM:SS), Interval 0:00:02, 151 Reads
    Read	Fluorescence Endpoint
	A9
	Filter Set 1
	    Excitation: 425,  Emission: 457
	    Optics: Bottom,  Gain: 57
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 0 msec,  Measurements/Data Point: 5
	Read Height: 7 mm
End Kinetic	

Layout
	1	2	3	4	5	6	7	8	9	10	11	12
A									SPL1				Well ID
B													Well ID
C													Well ID
D													Well ID
E													Well ID
F													Well ID
G													Well ID
H													Well ID

425,457

Time	T° 425,457	A9
0:00:00	30.0	4296
0:00:02	30.0	4384
0:00:04	30.0	4443
0:00:06	30.0	4497
0:00:08	30.0	4547
0:00:10	30.0	4607
0:00:12	30.0	4665
0:00:14	30.0	4666
0:00:16	30.0	4719
0:00:18	30.0	4781
0:00:20	30.0	4837
0:00:22	30.0	4819
0:00:24	30.0	4888
0:00:26	30.0	4917
0:00:28	30.0	4897
0:00:30	30.0	4942
0:00:32	30.0	4986
0:00:34	30.0	4984
0:00:36	30.0	5009
0:00:38	30.0	5003
0:00:40	30.0	5013
0:00:42	30.0	5039
0:00:44	30.0	5056
0:00:46	30.0	5059
0:00:48	30.0	5061
0:00:50	30.0	5064
0:00:52	30.0	5082
0:00:54	30.0	5121
0:00:56	30.0	5107
0:00:58	30.0	5155
0:01:00	30.0	5099
0:01:02	30.0	5101
0:01:04	30.0	5100
0:01:06	30.1	5115
0:01:08	30.1	5138
0:01:10	30.0	5134
0:01:12	30.0	5185
0:01:14	30.0	5187
0:01:16	30.0	5143
0:01:18	30.0	5101
0:01:20	30.0	5131
0:01:22	30.0	5171
0:01:24	30.0	5154
0:01:26	30.0	5175
0:01:28	30.0	5198
0:01:30	30.0	5200
0:01:32	30.0	5205
0:01:34	30.0	5226
0:01:36	30.0	5197
0:01:38	30.0	5211
0:01:40	30.0	5194
0:01:42	30.0	5228
0:01:44	30.0	5241
0:01:46	30.0	5237
0:01:48	30.0	5253
0:01:50	30.0	5255
0:01:52	30.0	5255
0:01:54	30.0	5271
0:01:56	30.0	5200
0:01:58	30.0	5247
0:02:00	30.0	5260
0:02:02	30.0	5267
0:02:04	30.0	5318
0:02:06	30.0	5282
0:02:08	30.0	5238
0:02:10	30.0	5279
0:02:12	30.0	5277
0:02:14	30.0	5238
0:02:16	30.0	5295
0:02:18	30.0	5299
0:02:20	30.0	5275
0:02:22	30.0	5273
0:02:24	30.0	5276
0:02:26	30.0	5300
0:02:28	30.0	5263
0:02:30	30.1	5259
0:02:32	30.0	5299
0:02:34	30.0	5295
0:02:36	30.0	5283
0:02:38	30.0	5314
0:02:40	30.0	5308
0:02:42	30.0	5321
0:02:44	30.0	5285
0:02:46	30.0	5302
0:02:48	30.0	5337
0:02:50	30.0	5283
0:02:52	30.0	5315
0:02:54	30.0	5299
0:02:56	30.0	5289
0:02:58	30.0	5295
0:03:00	30.0	5325
0:03:02	30.0	5301
0:03:04	30.0	5309
0:03:06	30.0	5322
0:03:08	30.0	5296
0:03:10	30.0	5309
0:03:12	30.0	5325
0:03:14	30.0	5340
0:03:16	30.0	5330
0:03:18	30.0	5320
0:03:20	30.0	5305
0:03:22	30.0	5334
0:03:24	30.0	5340
0:03:26	30.0	5324
0:03:28	30.0	5333
0:03:30	30.0	5317
0:03:32	30.0	5309
0:03:34	30.0	5346
0:03:36	30.0	5317
0:03:38	30.0	5302
0:03:40	30.0	5285
0:03:42	30.0	5292
0:03:44	30.0	5302
0:03:46	30.0	5320
0:03:48	30.0	5263
0:03:50	30.0	5340
0:03:52	30.0	5303
0:03:54	30.0	5340
0:03:56	30.0	5325
0:03:58	30.0	5388
0:04:00	30.0	5313
0:04:02	30.0	5312
0:04:04	30.0	5328
0:04:06	30.0	5344
0:04:08	30.0	5335
0:04:10	30.0	5326
0:04:12	30.0	5334
0:04:14	30.0	5334
0:04:16	30.0	5351
0:04:18	30.0	5331
0:04:20	30.0	5325
0:04:22	30.0	5331
0:04:24	30.0	5368
0:04:26	30.0	5339
0:04:28	30.0	5314
0:04:30	30.0	5335
0:04:32	30.0	5345
0:04:34	30.0	5323
0:04:36	30.0	5330
0:04:38	30.0	5311
0:04:40	30.0	5311
0:04:42	30.0	5394
0:04:44	30.0	5327
0:04:46	30.0	5360
0:04:48	30.0	5337
0:04:50	30.0	5336
0:04:52	30.0	5298
0:04:54	30.0	5335
0:04:56	30.0	5306
0:04:58	30.0	5281
0:05:00	30.0	5346

Results
	1	2	3	4	5	6	7	8	9	10	11	12
A									2640000.000				Max V [425,457]
									1.000				R-Squared [425,457]
									0:00:01				t at Max V [425,457]
									0:00:00				Lagtime [425,457]
B													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
C													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
D													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
E													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
F													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
													Lagtime [425,457]
G													Max V [425,457]
													R-Squared [425,457]
													t at Max V [425,457]
